URL,TITLE
http://catalogue.library.brocku.ca/search/a?searchtype=c&searcharg=QA+76.7+N593+2014,"Learning PHP, MySQL, JavaScript, CSS & HTML5 / Robin Nixon."
http://catalogue.library.brocku.ca/search/a?searchtype=c&searcharg=QA+76.76+A65+M85+2014,"Full stack web development with Backbone.js / Patrick Mulder."
http://catalogue.library.brocku.ca/search/a?searchtype=c&searcharg=QA+76.9+B45+K58+2014,"The data revolution : big data, open data, data infrastructures & their consequences / Rob Kitchin."
http://catalogue.library.brocku.ca/search/a?searchtype=c&searcharg=QA+76.9+D32+D39+2014,"Sams Teach Yourself NoSQL with MongoDB in 24 hours / Brad Dayley."
